type,pts_value,pts_timescale,host_seconds,appended
audio,180594115995458,1000000000,180594.14427308334,true
video,180594146197625,1000000000,180594.14514058334,true
video,180594162864250,1000000000,180594.16207458335,true
audio,180594135995458,1000000000,180594.16563291667,true
video,180594179530833,1000000000,180594.179788,true
audio,180594155995458,1000000000,180594.186916375,true
video,180594204530750,1000000000,180594.20117137503,true
audio,180594175995458,1000000000,180594.20820795835,true
video,180594221197333,1000000000,180594.2182550417,true
audio,180594195995458,1000000000,180594.22962295834,true
video,180594237863958,1000000000,180594.2358522917,true
audio,180594215995416,1000000000,180594.25091416668,true
video,180594254530500,1000000000,180594.25348345833,true
video,180594271197083,1000000000,180594.27114404168,true
audio,180594235995458,1000000000,180594.27227579168,true
video,180594287863708,1000000000,180594.28792587502,true
audio,180594255995458,1000000000,180594.29357270835,true
video,180594304530291,1000000000,180594.30477195836,true
audio,180594275995416,1000000000,180594.31487445833,true
video,180594321196875,1000000000,180594.32136200002,true
audio,180594295995458,1000000000,180594.33624408333,true
video,180594337863458,1000000000,180594.33811770834,true
audio,180594315995458,1000000000,180594.3575990417,true
video,180594362863333,1000000000,180594.359185125,true
video,180594379530000,1000000000,180594.37625950002,true
audio,180594335995458,1000000000,180594.3789419167,true
video,180594396196500,1000000000,180594.39363587502,true
audio,180594355995458,1000000000,180594.40025591667,true
video,180594412863125,1000000000,180594.4107692917,true
audio,180594375995458,1000000000,180594.42160629167,true
audio,180594395995458,1000000000,180594.42164437502,true
video,180594429529708,1000000000,180594.42750020835,true
audio,180594415995458,1000000000,180594.44293620833,true
video,180594446196291,1000000000,180594.44490425,true
video,180594462862916,1000000000,180594.46165975,true
audio,180594435995458,1000000000,180594.46418979167,true
video,180594479529500,1000000000,180594.47957320834,true
audio,180594455995458,1000000000,180594.48575995833,true
video,180594496196083,1000000000,180594.49637537502,true
audio,180594475995458,1000000000,180594.50698345836,true
video,180594512862708,1000000000,180594.513091875,true
audio,180594495995416,1000000000,180594.528360375,true
video,180594529529333,1000000000,180594.52975620836,true
audio,180594515995458,1000000000,180594.549563125,true
video,180594562862458,1000000000,180594.5634225,true
audio,180594535995458,1000000000,180594.57090054167,true
video,180594587862375,1000000000,180594.58411383335,true
audio,180594555995416,1000000000,180594.59229783335,true
video,180594604528958,1000000000,180594.60167366668,true
audio,180594575995458,1000000000,180594.61365170835,true
video,180594621195541,1000000000,180594.619707875,true
audio,180594595995458,1000000000,180594.63498241667,true
video,180594637862166,1000000000,180594.63642779167,true
video,180594654528791,1000000000,180594.653243625,true
audio,180594615995458,1000000000,180594.65618075,true
video,180594671195375,1000000000,180594.67063200002,true
audio,180594635995458,1000000000,180594.6775910417,true
video,180594687861958,1000000000,180594.68795983333,true
audio,180594655995458,1000000000,180594.69896933335,true
video,180594704528583,1000000000,180594.7048765,true
audio,180594675995458,1000000000,180594.720267125,true
video,180594729528458,1000000000,180594.72493145833,true
audio,180594695995458,1000000000,180594.74162175,true
video,180594746195041,1000000000,180594.7424109167,true
video,180594762861666,1000000000,180594.75975329167,true
audio,180594715995416,1000000000,180594.76290525,true
video,180594779528250,1000000000,180594.77722570836,true
audio,180594735995458,1000000000,180594.78428870835,true
audio,180594755995458,1000000000,180594.78434812502,true
video,180594796194833,1000000000,180594.79401033334,true
audio,180594775995416,1000000000,180594.80564525002,true
video,180594812861416,1000000000,180594.81074012502,true
audio,180594795995458,1000000000,180594.826898375,true
video,180594829528041,1000000000,180594.82813954167,true
video,180594846194625,1000000000,180594.84504500002,true
audio,180594815995458,1000000000,180594.84821270834,true
video,180594862861166,1000000000,180594.8622125,true
audio,180594835995458,1000000000,180594.86957112502,true
video,180594879527791,1000000000,180594.87953808333,true
audio,180594855995458,1000000000,180594.89092266667,true
video,180594896194375,1000000000,180594.89627391667,true
audio,180594875995458,1000000000,180594.91228504168,true
video,180594912861000,1000000000,180594.91297341668,true
video,180594937860875,1000000000,180594.93282879167,true
audio,180594895995458,1000000000,180594.93355866667,true
video,180594954527458,1000000000,180594.95052633336,true
audio,180594915995458,1000000000,180594.9549945,true
video,180594971194041,1000000000,180594.96771479168,true
audio,180594935995458,1000000000,180594.9762885417,true
video,180594987860625,1000000000,180594.98557895835,true
audio,180594955995458,1000000000,180594.99755,true
video,180595004527250,1000000000,180595.00235925,true
audio,180594975995458,1000000000,180595.01894883334,true
video,180595021193833,1000000000,180595.01906175,true
video,180595037860458,1000000000,180595.03670233334,true
audio,180594995995416,1000000000,180595.04028520835,true
video,180595054527083,1000000000,180595.054138625,true
audio,180595015995458,1000000000,180595.061694375,true
video,180595071193625,1000000000,180595.07081029168,true
audio,180595035995458,1000000000,180595.08295129167,true
video,180595087860250,1000000000,180595.08800383334,true
audio,180595055995416,1000000000,180595.10431275002,true
audio,180595075995458,1000000000,180595.10435916667,true
video,180595104526875,1000000000,180595.10465287502,true
video,180595129526750,1000000000,180595.12424654167,true
audio,180595095995458,1000000000,180595.12554875002,true
video,180595137860041,1000000000,180595.14147708335,true
audio,180595115995458,1000000000,180595.146929,true
video,180595162859875,1000000000,180595.159152125,true
audio,180595135995458,1000000000,180595.16829333335,true
video,180595179526500,1000000000,180595.17611662502,true
audio,180595155995458,1000000000,180595.18958275,true
video,180595196193083,1000000000,180595.19305766668,true
video,180595212859708,1000000000,180595.20989520833,true
audio,180595175995458,1000000000,180595.2108875,true
video,180595229526291,1000000000,180595.22725783335,true
audio,180595195995458,1000000000,180595.23223941668,true
video,180595246192875,1000000000,180595.24446916668,true
audio,180595215995416,1000000000,180595.25366370834,true
video,180595262859500,1000000000,180595.26213033334,true
audio,180595235995458,1000000000,180595.27493075002,true
video,180595279526125,1000000000,180595.27941379166,true
audio,180595255995458,1000000000,180595.29624779167,true
video,180595296192750,1000000000,180595.296661125,true
video,180595312859291,1000000000,180595.31333383336,true
audio,180595275995416,1000000000,180595.31764541668,true
video,180595337859208,1000000000,180595.33325866668,true
audio,180595295995458,1000000000,180595.33892541667,true
video,180595354525791,1000000000,180595.35020491667,true
audio,180595315995458,1000000000,180595.36024541667,true
video,180595371192375,1000000000,180595.36777620835,true
audio,180595335995458,1000000000,180595.38154320835,true
video,180595387859000,1000000000,180595.38456045833,true
video,180595396192250,1000000000,180595.40152233336,true
audio,180595355995458,1000000000,180595.402868125,true
video,180595421192083,1000000000,180595.41899137502,true
audio,180595375995458,1000000000,180595.42430258336,true
audio,180595395995458,1000000000,180595.4243456667,true
video,180595437858708,1000000000,180595.4366076667,true
audio,180595415995458,1000000000,180595.44566441668,true
video,180595454525333,1000000000,180595.45366433336,true
